Live births by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 25/08/2021
Code Year  ARDY   Cohort       Total
AUT  1970    12-   1958+        1.00
AUT  1970    13    1957         3.00
AUT  1970    14    1956        11.00
AUT  1970    15    1955        79.00
AUT  1970    16    1954       418.00
AUT  1970    17    1953      1594.00
AUT  1970    18    1952      3348.00
AUT  1970    19    1951      5597.00
AUT  1970    20    1950      7134.00
AUT  1970    21    1949      8126.00
AUT  1970    22    1948      8652.00
AUT  1970    23    1947      8650.00
AUT  1970    24    1946      6857.00
AUT  1970    25    1945      5210.00
AUT  1970    26    1944      6469.00
AUT  1970    27    1943      6090.00
AUT  1970    28    1942      5725.00
AUT  1970    29    1941      6064.00
AUT  1970    30    1940      5852.00
AUT  1970    31    1939      5237.00
AUT  1970    32    1938      3409.00
AUT  1970    33    1937      2881.00
AUT  1970    34    1936      2483.00
AUT  1970    35    1935      2254.00
AUT  1970    36    1934      1999.00
AUT  1970    37    1933      1841.00
AUT  1970    38    1932      1564.00
AUT  1970    39    1931      1300.00
AUT  1970    40    1930      1089.00
AUT  1970    41    1929       826.00
AUT  1970    42    1928       555.00
AUT  1970    43    1927       375.00
AUT  1970    44    1926       302.00
AUT  1970    45    1925       165.00
AUT  1970    46    1924        77.00
AUT  1970    47    1923        42.00
AUT  1970    48    1922        11.00
AUT  1970    49    1921         7.00
AUT  1970    50    1920         3.00
AUT  1970    51    1919         1.00
AUT  1970    52    1918         0.00
AUT  1970    53    1917         0.00
AUT  1970    54    1916         0.00
AUT  1970    55+   1915-        0.00
AUT  1971    12-   1959+        1.00
AUT  1971    13    1958         1.00
AUT  1971    14    1957        18.00
AUT  1971    15    1956        90.00
AUT  1971    16    1955       454.00
AUT  1971    17    1954      1584.00
AUT  1971    18    1953      3464.00
AUT  1971    19    1952      5430.00
AUT  1971    20    1951      6745.00
AUT  1971    21    1950      7537.00
AUT  1971    22    1949      8034.00
AUT  1971    23    1948      8235.00
AUT  1971    24    1947      7786.00
AUT  1971    25    1946      6222.00
AUT  1971    26    1945      4748.00
AUT  1971    27    1944      5810.00
AUT  1971    28    1943      5366.00
AUT  1971    29    1942      5026.00
AUT  1971    30    1941      5187.00
AUT  1971    31    1940      5160.00
AUT  1971    32    1939      4413.00
AUT  1971    33    1938      2925.00
AUT  1971    34    1937      2412.00
AUT  1971    35    1936      2120.00
AUT  1971    36    1935      1895.00
AUT  1971    37    1934      1628.00
AUT  1971    38    1933      1486.00
AUT  1971    39    1932      1323.00
AUT  1971    40    1931      1038.00
AUT  1971    41    1930       841.00
AUT  1971    42    1929       591.00
AUT  1971    43    1928       382.00
AUT  1971    44    1927       261.00
AUT  1971    45    1926       153.00
AUT  1971    46    1925        85.00
AUT  1971    47    1924        41.00
AUT  1971    48    1923        14.00
AUT  1971    49    1922         4.00
AUT  1971    50    1921         0.00
AUT  1971    51    1920         0.00
AUT  1971    52    1919         0.00
AUT  1971    53    1918         0.00
AUT  1971    54    1917         0.00
AUT  1971    55+   1916-        0.00
AUT  1972    12-   1960+        0.00
AUT  1972    13    1959         2.00
AUT  1972    14    1958        25.00
AUT  1972    15    1957        99.00
AUT  1972    16    1956       567.00
AUT  1972    17    1955      1771.00
AUT  1972    18    1954      3567.00
AUT  1972    19    1953      5433.00
AUT  1972    20    1952      6580.00
AUT  1972    21    1951      7083.00
AUT  1972    22    1950      7391.00
AUT  1972    23    1949      7450.00
AUT  1972    24    1948      7500.00
AUT  1972    25    1947      7258.00
AUT  1972    26    1946      5677.00
AUT  1972    27    1945      4228.00
AUT  1972    28    1944      5119.00
AUT  1972    29    1943      4582.00
AUT  1972    30    1942      4233.00
AUT  1972    31    1941      4359.00
AUT  1972    32    1940      4158.00
AUT  1972    33    1939      3701.00
AUT  1972    34    1938      2409.00
AUT  1972    35    1937      2028.00
AUT  1972    36    1936      1668.00
AUT  1972    37    1935      1524.00
AUT  1972    38    1934      1300.00
AUT  1972    39    1933      1134.00
AUT  1972    40    1932      1034.00
AUT  1972    41    1931       705.00
AUT  1972    42    1930       541.00
AUT  1972    43    1929       409.00
AUT  1972    44    1928       249.00
AUT  1972    45    1927       118.00
AUT  1972    46    1926        86.00
AUT  1972    47    1925        29.00
AUT  1972    48    1924        13.00
AUT  1972    49    1923         3.00
AUT  1972    50    1922         0.00
AUT  1972    51    1921         0.00
AUT  1972    52    1920         0.00
AUT  1972    53    1919         0.00
AUT  1972    54    1918         0.00
AUT  1972    55+   1917-        0.00
AUT  1973    12-   1961+        0.00
AUT  1973    13    1960         1.00
AUT  1973    14    1959        24.00
AUT  1973    15    1958       114.00
AUT  1973    16    1957       617.00
AUT  1973    17    1956      1988.00
AUT  1973    18    1955      3584.00
AUT  1973    19    1954      5204.00
AUT  1973    20    1953      6271.00
AUT  1973    21    1952      6862.00
AUT  1973    22    1951      6804.00
AUT  1973    23    1950      6916.00
AUT  1973    24    1949      6953.00
AUT  1973    25    1948      6510.00
AUT  1973    26    1947      6266.00
AUT  1973    27    1946      4839.00
AUT  1973    28    1945      3562.00
AUT  1973    29    1944      4252.00
AUT  1973    30    1943      3873.00
AUT  1973    31    1942      3421.00
AUT  1973    32    1941      3594.00
AUT  1973    33    1940      3473.00
AUT  1973    34    1939      2931.00
AUT  1973    35    1938      2003.00
AUT  1973    36    1937      1566.00
AUT  1973    37    1936      1453.00
AUT  1973    38    1935      1169.00
AUT  1973    39    1934      1033.00
AUT  1973    40    1933       831.00
AUT  1973    41    1932       637.00
AUT  1973    42    1931       496.00
AUT  1973    43    1930       372.00
AUT  1973    44    1929       200.00
AUT  1973    45    1928       109.00
AUT  1973    46    1927        62.00
AUT  1973    47    1926        36.00
AUT  1973    48    1925        11.00
AUT  1973    49    1924         3.00
AUT  1973    50    1923         0.00
AUT  1973    51    1922         1.00
AUT  1973    52    1921         0.00
AUT  1973    53    1920         0.00
AUT  1973    54    1919         0.00
AUT  1973    55+   1918-        0.00
AUT  1974    12-   1962+        0.00
AUT  1974    13    1961         2.00
AUT  1974    14    1960        28.00
AUT  1974    15    1959       123.00
AUT  1974    16    1958       561.00
AUT  1974    17    1957      1875.00
AUT  1974    18    1956      3733.00
AUT  1974    19    1955      5240.00
AUT  1974    20    1954      6315.00
AUT  1974    21    1953      6879.00
AUT  1974    22    1952      7050.00
AUT  1974    23    1951      6725.00
AUT  1974    24    1950      6842.00
AUT  1974    25    1949      6510.00
AUT  1974    26    1948      6316.00
AUT  1974    27    1947      5695.00
AUT  1974    28    1946      4433.00
AUT  1974    29    1945      3256.00
AUT  1974    30    1944      3651.00
AUT  1974    31    1943      3259.00
AUT  1974    32    1942      3067.00
AUT  1974    33    1941      2959.00
AUT  1974    34    1940      2874.00
AUT  1974    35    1939      2401.00
AUT  1974    36    1938      1645.00
AUT  1974    37    1937      1316.00
AUT  1974    38    1936      1193.00
AUT  1974    39    1935       914.00
AUT  1974    40    1934       740.00
AUT  1974    41    1933       620.00
AUT  1974    42    1932       469.00
AUT  1974    43    1931       326.00
AUT  1974    44    1930       220.00
AUT  1974    45    1929       104.00
AUT  1974    46    1928        57.00
AUT  1974    47    1927        22.00
AUT  1974    48    1926         7.00
AUT  1974    49    1925         2.00
AUT  1974    50    1924         1.00
AUT  1974    51    1923         0.00
AUT  1974    52    1922         0.00
AUT  1974    53    1921         0.00
AUT  1974    54    1920         0.00
AUT  1974    55+   1919-        0.00
AUT  1975    12-   1963+        0.00
AUT  1975    13    1962         1.00
AUT  1975    14    1961        13.00
AUT  1975    15    1960        91.00
AUT  1975    16    1959       496.00
AUT  1975    17    1958      1590.00
AUT  1975    18    1957      3281.00
AUT  1975    19    1956      5118.00
AUT  1975    20    1955      6023.00
AUT  1975    21    1954      6532.00
AUT  1975    22    1953      6824.00
AUT  1975    23    1952      6817.00
AUT  1975    24    1951      6591.00
AUT  1975    25    1950      6282.00
AUT  1975    26    1949      5979.00
AUT  1975    27    1948      5716.00
AUT  1975    28    1947      5175.00
AUT  1975    29    1946      3951.00
AUT  1975    30    1945      2744.00
AUT  1975    31    1944      3304.00
AUT  1975    32    1943      2803.00
AUT  1975    33    1942      2372.00
AUT  1975    34    1941      2436.00
AUT  1975    35    1940      2298.00
AUT  1975    36    1939      1946.00
AUT  1975    37    1938      1270.00
AUT  1975    38    1937       996.00
AUT  1975    39    1936       837.00
AUT  1975    40    1935       730.00
AUT  1975    41    1934       517.00
AUT  1975    42    1933       397.00
AUT  1975    43    1932       266.00
AUT  1975    44    1931       179.00
AUT  1975    45    1930        90.00
AUT  1975    46    1929        41.00
AUT  1975    47    1928        33.00
AUT  1975    48    1927        11.00
AUT  1975    49    1926         7.00
AUT  1975    50    1925         0.00
AUT  1975    51    1924         0.00
AUT  1975    52    1923         0.00
AUT  1975    53    1922         0.00
AUT  1975    54    1921         0.00
AUT  1975    55+   1920-        0.00
AUT  1976    12-   1964+        1.00
AUT  1976    13    1963         1.00
AUT  1976    14    1962        11.00
AUT  1976    15    1961        67.00
AUT  1976    16    1960       422.00
AUT  1976    17    1959      1463.00
AUT  1976    18    1958      2939.00
AUT  1976    19    1957      4537.00
AUT  1976    20    1956      5700.00
AUT  1976    21    1955      6045.00
AUT  1976    22    1954      6421.00
AUT  1976    23    1953      6426.00
AUT  1976    24    1952      6236.00
AUT  1976    25    1951      5911.00
AUT  1976    26    1950      5734.00
AUT  1976    27    1949      5281.00
AUT  1976    28    1948      4925.00
AUT  1976    29    1947      4361.00
AUT  1976    30    1946      3224.00
AUT  1976    31    1945      2313.00
AUT  1976    32    1944      2565.00
AUT  1976    33    1943      2255.00
AUT  1976    34    1942      2005.00
AUT  1976    35    1941      1913.00
AUT  1976    36    1940      1832.00
AUT  1976    37    1939      1431.00
AUT  1976    38    1938       925.00
AUT  1976    39    1937       690.00
AUT  1976    40    1936       579.00
AUT  1976    41    1935       399.00
AUT  1976    42    1934       327.00
AUT  1976    43    1933       221.00
AUT  1976    44    1932       154.00
AUT  1976    45    1931        69.00
AUT  1976    46    1930        37.00
AUT  1976    47    1929        16.00
AUT  1976    48    1928         5.00
AUT  1976    49    1927         4.00
AUT  1976    50    1926         0.00
AUT  1976    51    1925         1.00
AUT  1976    52    1924         0.00
AUT  1976    53    1923         0.00
AUT  1976    54    1922         0.00
AUT  1976    55+   1921-        0.00
AUT  1977    12-   1965+        0.00
AUT  1977    13    1964         0.00
AUT  1977    14    1963        18.00
AUT  1977    15    1962        72.00
AUT  1977    16    1961       365.00
AUT  1977    17    1960      1323.00
AUT  1977    18    1959      2723.00
AUT  1977    19    1958      4095.00
AUT  1977    20    1957      5487.00
AUT  1977    21    1956      6358.00
AUT  1977    22    1955      6423.00
AUT  1977    23    1954      6354.00
AUT  1977    24    1953      6269.00
AUT  1977    25    1952      6017.00
AUT  1977    26    1951      5407.00
AUT  1977    27    1950      5144.00
AUT  1977    28    1949      4747.00
AUT  1977    29    1948      4293.00
AUT  1977    30    1947      3695.00
AUT  1977    31    1946      2806.00
AUT  1977    32    1945      1897.00
AUT  1977    33    1944      2136.00
AUT  1977    34    1943      1865.00
AUT  1977    35    1942      1623.00
AUT  1977    36    1941      1532.00
AUT  1977    37    1940      1396.00
AUT  1977    38    1939      1122.00
AUT  1977    39    1938       717.00
AUT  1977    40    1937       540.00
AUT  1977    41    1936       412.00
AUT  1977    42    1935       284.00
AUT  1977    43    1934       203.00
AUT  1977    44    1933       122.00
AUT  1977    45    1932        79.00
AUT  1977    46    1931        32.00
AUT  1977    47    1930        25.00
AUT  1977    48    1929         4.00
AUT  1977    49    1928         6.00
AUT  1977    50    1927         2.00
AUT  1977    51    1926         2.00
